번호,사업자명,대표,업종,지역,유효기간 만료일,홈페이지
7419,대한종합철강세라믹(주),김학동,도매및소매업,인천 서구,2018-09-16,
7420,(주)준도어패럴,이병규,제조업,서울 동대문구,2018-09-16,
7421,(주)무한기술,윤상인,건설업,충남 계룡시,2018-09-16,
7422,(주)코치인터내셔널,박원희,제조업,서울 강남구,2018-09-16,
7423,(주)광운종합관리,이성근,사업서비스업,서울 강동구,2018-09-16,
7424,(주)퍼펙트스톰,조필형,도매및소매업,서울 영등포구,2018-09-16,
7425,미래산업,이현용,제조업,경남 창녕군,2018-09-16,
7426,(주)월드웰,선학규,제조업,인천 동구,2018-09-16,
7427,(주)호국,방윤송,제조업,경기 김포시,2018-09-16,
7428,(주)유니티티앤에프,박소연,제조업,서울 동작구,2018-09-16,
7429,(주)디에스패션,김대성,도매및소매업,서울 성동구,2018-09-16,
7430,에스원텍(주),김성수,제조업,세종 전동면,2018-09-16,
7431,(주) 마이다프레스,김선신,제조업,경기 안산시,2018-09-16,
7432,(주)디자인인트로,임학래,제조업,서울 마포구,2018-09-16,
7433,(주)아레스,권순열,사업서비스업,대전 유성구,2018-09-16,
7434,(주)나부코,장진식,도매및소매업,부산 중구,2018-09-16,
7435,㈜알앤에이코리아,김주권,제조업,경기 용인시,2018-09-16,
7436,거명개발(주),윤민식,사업서비스업,서울 용산구,2018-09-16,
7437,삼미레이저,조형근,제조업,경기 김포시,2018-09-16,
7438,엔에이치케미칼(주),김정규,제조업,울산 울주군,2018-09-16,
7439,(유)성보이엔지,강조왕,제조업,전남 영암군,2018-09-17,
7440,금강이엔지,심성수,제조업,충북 청주시,2018-09-17,
7441,주식회사 동성에어텍,김성구,도매및소매업,대구 북구,2018-09-17,
7442,삼영정밀인쇄사,설정수,제조업,대구 달서구,2018-09-17,
7443,주식회사 완산,윤두영,건설업,인천 남동구,2018-09-17,
7444,선경산업사,김선욱,제조업,대구 북구,2018-09-17,
7445,주식회사 민속한우,권혁수,제조업,경북 군위군,2018-09-17,
7446,주식회사 목포메디칼,박종필,도매및소매업,전남 목포시,2018-09-17,
7447,(주)삼화에이스,김학근,제조업,서울 서초구,2018-09-18,
7448,(주)순일기업,"정종범, 김은주",사업서비스업,서울 동작구,2018-09-18,
7449,금강유리(주),차용식,제조업,충북 음성군,2018-09-19,
7450,(주)준호네식품,신재희,제조업,충북 충주시,2018-09-19,
7451,(주)동서철강,박상현,도매및소매업,대구 북구,2018-09-19,
7452,(주)동원철강,강동균,,전북 전주시,2018-09-19,
7453,(주)풀잎라인,정성택,제조업,충북 제천시,2018-09-19,
7454,(유)광일산업,신정환,제조업,광주 광산구,2018-09-19,
7455,(주)광우,조성준,제조업,경북 포항시,2018-09-19,
7456,(주)포앤티,강치구,제조업,경기 군포시,2018-09-19,
7457,선보공업(주),최금식,제조업,부산 사하구,2018-09-19,
7458,동림산업주식회사,"이헌구,김귀팔",제조업,경기 시흥시,2018-09-19,
7459,(주)태평양산업,길기범,제조업,전북 정읍시,2018-09-19,
7460,(주)세림티앤디,김창동,제조업,충남 천안시,2018-09-19,
7461,(주)웰포인트,권오진,제조업,경기 부천시,2018-09-19,
7462,(주)한서정공,홍석봉,제조업,충남 아산시,2018-09-19,
7463,한양전공(주),양규현,제조업,경기 파주시,2018-09-19,
7464,대동산업(주),김채진,제조업,경북 경주시,2018-09-19,
7465,이그린하나물류(주),유완식,운수업,대구 북구,2018-09-19,
7466,주식회사 성호철관,송재관,제조업,전북 익산시,2018-09-19,
7467,(주)폴리쉘,김종원,제조업,경북 칠곡군,2018-09-19,
7468,(주)유창산공,박재근,제조업,경남 김해시,2018-09-20,
7469,(주)에이피아이앤씨,박재범,제조업,경북 구미시,2018-09-20,
7470,(주)신성정보기술,최대영,건설업,경북 포항시,2018-09-20,
7471,신우정보기술,정현찬,제조업,경남 창원시,2018-09-20,
7472,대원엠티주식회사,김종원,,울산 북구,2018-09-20,
7473,케이앤비준우(주),"하석준,손희정",제조업,대구 달성군,2018-09-20,
7474,(주)승진,이제관,제조업,충북 진천군,2018-09-20,
7475,(주)성우강업,김성우,도매및소매업,대구 북구,2018-09-20,
7476,(주)동경모드,원삼생,제조업,서울 성북구,2018-09-20,
7477,신라파이어(주),이정규,제조업,인천 남동구,2018-09-20,
7478,태형기공,권태경,,경북 영천시,2018-09-20,
7479,(주)그린맥스,강대식,제조업,인천 남동구,2018-09-20,
7480,(주)삼강금속,송정석,도매및소매업,부산 사상구,2018-09-20,
7481,유진정밀,김광수,제조업,경기 화성시,2018-09-20,
7482,(주)베스텍,김시우,제조업,전북 군산시,2018-09-21,
7483,(주)태광아이엔티,김해수,제조업,대구 달성군,2018-09-21,
7484,미성패밀리,온재만,도매및소매업,서울 중구,2018-09-21,
7485,삼남강재(주),문기수,도매및소매업,경기 화성시,2018-09-21,
7486,(주)혜지시스템,이문형,,서울 용산구,2018-09-21,
7487,(주)에스케이지씨,강덕수,제조업,전북 김제시,2018-09-21,
7488,대원화성(주),강동엽,제조업,서울 강남구,2018-09-21,
7489,(주)마루느루,황인석,도매및소매업,서울 광진구,2018-09-21,
7490,(주)엘케이피앤피,김주석,도매및소매업,서울 종로구,2018-09-21,
7491,주식회사동림엠에스,이용욱,제조업,대구 달서구,2018-09-21,
7492,서한실업 주식회사,"노정조, 윤안심",,광주 남구,2018-09-21,
7493,코리아써멀엔지니어링(주),문상희,도매및소매업,경기 고양시,2018-09-21,
7494,가방공장,김윤미,제조업,서울 중랑구,2018-09-21,
7495,(주)가방클럽,오봉일,제조업,경기 포천시,2018-09-21,
7496,(주)인사커뮤니케이션,김훈,기타,서울 금천구,2018-09-21,
7497,씨피시스템(주),김경민,제조업,부산 기장군,2018-09-21,
7498,애니콤정보통신(주),오형석,건설업,경기 안양시,2018-09-21,
7499,(주)선우,김우삼,도매및소매업,경기 시흥시,2018-09-21,
7500,주식회사아소리빙,안미성,도매및소매업,경기 안양시,2018-09-21,
7501,(주)에스엔모바일,이병선,도매및소매업,서울 성동구,2018-09-21,
7502,농헙회사법인(주)다경,전기곤,도매및소매업,경기 이천시,2018-09-21,
7503,(주)조군,조안익,도매및소매업,경기 부천시,2018-09-21,
7504,(주)풍미사,박기준,제조업,충남 아산시,2018-09-21,
7505,(주)경진인터내쇼날,허윤,제조업,충북 음성군,2018-09-21,
7506,신스틸(주),서기영,제조업,경기 안산시,2018-09-21,
7507,주식회사 정석케미칼,김용현,제조업,전북 완주군,2018-09-21,
7508,(주)삼원,이삼순,제조업,전남 담양군,2018-09-21,
7509,(주)정마티씨,황창환,건설업,서울 동대문구,2018-09-21,
7510,대영이앤디(주),박준철,건설업,서울 송파구,2018-09-21,
7511,(주)우리,황인세,기타,전북 전주시,2018-09-21,
7512,(주)케이디베딩시스템,전호걸,제조업,경기 고양시,2018-09-21,
7513,(주)승일,이진수,제조업,경기 부천시,2018-09-21,
7514,광성씨알티(주),김원중,제조업,경기 성남시,2018-09-21,
7515,다산에이디,류희수,제조업,서울 성동구,2018-09-22,
7516,대기글로벌(주),이순형,기타,부산 중구,2018-09-22,
7517,랜스(주),김명식,도매및소매업,대전 유성구,2018-09-22,
7518,(주)케이엠스틸,김기수,제조업,전남 영암군,2018-09-22,
7519,(주)호이스트코리아,박수배,제조업,전북 김제시,2018-09-22,
7520,(주)디에스정공,이재국,제조업,경남 김해시,2018-09-22,
7521,덕수냉동(주),강태훈,도매및소매업,강원 동해시,2018-09-22,
7522,영농조합법인 금계식품,임장옥,,전북 정읍시,2018-09-23,
7523,미트갤러리,송정숙,도매및소매업,서울 금천구,2018-09-23,
7524,(주)불스원서비스,이원영,도매및소매업,서울 강남구,2018-09-23,
7525,(주)경보로지스,김도연,도매및소매업,대구 서구,2018-09-23,
7526,부광화학공업(주),이병태,제조업,부산 강서구,2018-09-23,
7527,(주)맨파워,김순임,사업서비스업,울산 남구,2018-09-23,www.365mp.co.kr
7528,(주)부산아크릴,안덕일,제조업,부산 사상구,2018-09-23,
7529,(주)관문산업,김상곤,제조업,부산 기장군,2018-09-23,
7530,뉴21커뮤니티(주),박선민,사업서비스업,전남 목포시,2018-09-23,
7531,(주)범수산업,신효영,제조업,인천 서구,2018-09-23,
7532,주식회사승보스틸,오순하,제조업,경북 영천시,2018-09-23,
7533,유한회사 동방전기통신,김준식,건설업,전북 정읍시,2018-09-23,
7534,세일전자(주),안재화,제조업,인천 남동구,2018-09-23,
7535,(주)가경코스모,조문희,건설업,서울 송파구,2018-09-24,
7536,동남전자(주),홍성창,제조업,충북 청주시,2018-09-24,
7537,(주)열림정보기술,고동민,도매및소매업,서울 서초구,2018-09-24,
7538,아이유푸드,배춘자,도매및소매업,서울 금천구,2018-09-24,
7539,(주)우리산업,장국환,제조업,경북 경산시,2018-09-24,
7540,클린포스,김건환,,대구 달성군,2018-09-24,
7541,(주)비앤씨솔루션,송인걸,도매및소매업,서울 영등포구,2018-09-24,
7542,(주)금호,김규배,제조업,경북 경산시,2018-09-24,
7543,(주)벽강산기,김영길,,충북 청주시,2018-09-24,
7544,(주)대건세이프,강순애,사업서비스업,서울 영등포구,2018-09-24,
7545,상진전선주식회사,문학순,제조업,충북 음성군,2018-09-26,
7546,풀빛영농조합법인,박상복,도매및소매업,전남 무안군,2018-09-26,
7547,싸이버테크(주),조성희,도매및소매업,광주 동구,2018-09-26,
7548,지앤텍,노정우,,대구 달서구,2018-09-26,
7549,(주)대영프로파일,윤근수,제조업,세종 부강면,2018-09-26,
7550,주식회사세안정기,장길화,제조업,경북 경산시,2018-09-26,
7551,(주)요수엔지니어링,양희배,제조업,경북 성주군,2018-09-26,
7552,한서화학(주),김태윤,제조업,경북 경주시,2018-09-26,
7553,(주) 바다누리,조효현,제조업,대구 달성군,2018-09-26,
7554,(주)우성기계공조,이광우,,제주 제주시,2018-09-26,
7555,한동철강(주),박윤신,제조업,전남 광양시,2018-09-26,
7556,(주)대보세라믹스,박현식,제조업,충북 괴산군,2018-09-26,
7557,(주)지에스씨,김명수,제조업,경기 화성시,2018-09-26,
7558,성도밸브(주),최종원,제조업,경기도,2018-09-26,
7559,중앙기계공업(주),장학범,제조업,경남 함안군,2018-09-26,
7560,대신주유소,김을태,도매및소매업,경북 칠곡군,2018-09-26,
7561,(주)정동중공업,김시건,제조업,전남 영암군,2018-09-26,
7562,대혁산업(주),이상혁,제조업,경북 포항시,2018-09-26,
7563,(주)동일캔바스엔지니어링,우현직,제조업,경기 평택시,2018-09-27,
7564,동진산업(주),이명수,제조업,경기 수원시,2018-09-27,
7565,(주)밀알오토캠프,전승주,도매및소매업,경기 파주시,2018-09-27,
7566,(주)홍미,이경표,제조업,경기 고양시,2018-09-27,
7567,(주)패스넷,정정훈,사업서비스업,경기 군포시,2018-09-27,
7568,(주)대명자원,유창수,도매및소매업,경기 시흥시,2018-09-27,
7569,정성정밀공업(주),김경태,제조업,인천 서구,2018-09-27,
7570,(주)클라이머홀릭,조영환,제조업,충북 영동군,2018-09-29,
7571,세화이엔지,김영근,제조업,경북 경산시,2018-09-29,
7572,(주)원용산업,송형순,제조업,경기 부천시,2018-09-29,
7573,주식회사 비엔에스,배익순,제조업,경북 구미시,2018-09-29,
7574,주식회사옥산,김태형,제조업,경기 화성시,2018-09-29,
7575,(주)벨리도너츠,정연택,제조업,경기 의왕시,2018-09-29,
7576,(주)대정에프엔디,박환국,도매및소매업,경기 광주시,2018-09-29,
7577,(주) 하이시스템,최광준,제조업,경기 화성시,2018-09-29,
7578,(주)한국파이프,민춘홍,제조업,경북 안동시,2018-09-29,
7579,태양기계(주),박창엽,제조업,경기 화성시,2018-09-29,
7580,(주)모던애드,이재현,제조업,서울 영등포구,2018-09-29,
7581,포시즌환경(주),김은덕,기타,대전광역시,2018-09-29,
7582,(주)대건공영,심건섭,제조업,경기 김포시,2018-09-29,
7583,(주)코스탈파워,김의선,제조업,서울 구로구,2018-09-29,
7584,정도산업(주),최성태,제조업,경북 경주시,2018-09-29,
7585,에스엘비코리아(주),정주백,,서울 양천구,2018-09-30,
7586,원웅엔지니어링(주),한동희,제조업,강원 정선군,2018-09-30,
7587,주식회사 모빌리엔,이현주,도매및소매업,서울 서초구,2018-09-30,
7588,성일케미칼,황세환,제조업,서울 구로구,2018-09-30,
7589,금정약품(주),권영인,도매및소매업,서울 송파구,2018-09-30,
7590,(주)송우인포텍,서영진,제조업,경남 진주시,2018-09-30,
7591,(주)백두씨앤에스,김영준,건설업,강원 강릉시,2018-09-30,
7592,알파(주),이동재,도매및소매업,서울 용산구,2018-09-30,
7593,주식회사 오하임아이엔티,최인순,도매및소매업,서울 서초구,2018-09-30,
7594,부경기업,박병규,제조업,경남 거제시,2018-09-30,
7595,(주)케이씨,이정열,제조업,경남 김해시,2018-09-30,
7596,(주)성지엘리베이터,임대성,제조업,인천 서구,2018-09-30,
7597,(주)화성테크윈,임춘성,제조업,인천 남동구,2018-09-30,
7598,(주)컴포인트,유재호 외1명,도매및소매업,서울 용산구,2018-09-30,
7599,(주)줌테크,서윤만,제조업,충북 청주시,2018-10-01,
7600,창신리빙,이영철,,경기 양주시,2018-10-01,
7601,삼일약품 주식회사,이용수,도매및소매업,전남 여수시,2018-10-01,
7602,세창철강(주),주대식,제조업,광주 광산구,2018-10-01,
7603,(주)오티에스,송무상,건설업,대전 서구,2018-10-01,
7604,(주)윈미디텍,"이재철, 강명환",제조업,서울 영등포구,2018-10-01,
7605,(주)코스,최영희,제조업,전남 장성군,2018-10-01,
7606,산전정밀(주),최신남,제조업,충북 청주시,2018-10-01,
7607,옹크씨,남비취,제조업,대구 북구,2018-10-01,
7608,(주)이도,김일출,도매및소매업,충북 청주시,2018-10-01,
7609,주식회사아이티아이에스,조종식,도매및소매업,충북 청주시,2018-10-01,
7610,(주)남선지티엘,주용제,도매및소매업,충북 청주시,2018-10-01,
7611,(주)서린바이오사이언스,황을문,도매및소매업,경기 성남시,2018-10-01,
7612,(주)디아이텍,황영두,제조업,전북 전주시,2018-10-01,
7613,(주)유석철강,유재룡,제조업,경기 광주시,2018-10-01,
7614,(주)중앙CMI,박흥식,제조업,인천 남동구,2018-10-01,
7615,풍기특산물영농조합법인,박관식,제조업,경북 영주시,2018-10-01,
7616,주식회사 한진레미콘,김광태,제조업,전남 장성군,2018-10-01,
7617,(주)청암수처리산업,노중암,,대구 달서구,2018-10-01,
7618,동원설비(주),현동수,건설업,제주 제주시,2018-10-01,
7619,주식회사 드림서비스,유영미,기타,전북 군산시,2018-10-03,
7620,서영정밀(주),김항진,제조업,경기 화성시,2018-10-04,
7621,(주)두리상사,정호성,도매및소매업,부산 사상구,2018-10-04,
